index,time,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,score,raw_direction,admitted_direction,active_direction,event
72,2026.01.12 14:00:00,0.000038327,0.000087309,0.000019705,0.000017860,0.000032963,1.047510505,0.340587288,0.645604074,0.180889472,0.946372211,0.960049868,-0.279829025,0.550312042,1,1,1,exit_then_enter
73,2026.01.12 14:05:00,0.000046272,0.000113861,0.000070498,0.000021538,0.000033182,1.159411788,0.405277312,0.656047046,1.546959519,0.960505545,0.953716934,-0.300705791,0.732338786,1,0,1,hold
74,2026.01.12 14:10:00,0.000052462,0.000137061,0.000134057,0.000024345,0.000033461,1.245469689,0.447605103,0.659181058,-0.570518434,0.974683523,0.946930110,-0.321439475,0.490881592,1,0,1,hold
75,2026.01.12 14:15:00,0.000056313,0.000155046,0.000205457,0.000025877,0.000033738,1.178238153,0.468886256,0.732424617,0.802411795,0.988906503,0.939692616,-0.342020154,0.663583279,1,0,1,hold
76,2026.01.12 14:20:00,0.000057346,0.000166120,0.000279220,0.000025941,0.000033954,1.224424005,0.464628100,0.718820870,-1.325824618,1.003174663,0.932007849,-0.362438053,0.410355985,1,0,1,hold
77,2026.01.12 14:25:00,0.000055243,0.000168902,0.000349622,0.000024508,0.000034068,1.113321185,0.436854899,0.662038803,0.059762910,1.017488122,0.923879504,-0.382683426,0.557642996,1,0,1,hold
78,2026.01.12 14:30:00,0.000049897,0.000162486,0.000411032,0.000021742,0.000034068,1.117553592,0.383659095,0.633555651,1.357375741,1.026941419,0.915311456,-0.402746677,0.705033541,1,1,1,exit_then_enter
79,2026.01.12 14:35:00,0.000041453,0.000146593,0.000458268,0.000018110,0.000033982,1.094722748,0.305719435,0.596688032,-0.765718162,1.036334872,0.906307817,-0.422618270,0.435925931,1,0,1,hold
80,2026.01.12 14:40:00,0.000030328,0.000121678,0.000486947,0.000014701,0.000033870,0.911547482,0.210171357,0.637913167,0.538948119,1.045669317,0.896872759,-0.442288697,0.574258685,1,0,1,hold
81,2026.01.12 14:45:00,0.000017204,0.000088986,0.000493828,0.000013603,0.000033817,0.861313462,0.103001043,0.579142749,-1.582841277,0.946372211,0.887010813,-0.461748600,0.300937742,1,0,1,hold
82,2026.01.12 14:50:00,0.000002991,0.000050524,0.000477098,0.000016315,0.000033902,0.824713826,0.008700512,0.510025918,-0.273544222,0.960505545,0.876726747,-0.480988771,0.435402781,1,0,1,hold
83,2026.01.12 14:55:00,-0.000011242,0.000008953,0.000436594,0.000021503,0.000034173,0.982924223,0.115981944,0.449564725,1.120829225,0.974683523,0.866025388,-0.500000000,0.616743565,1,0,1,hold
84,2026.01.12 15:00:00,-0.000024350,-0.000032601,0.000373918,0.000027242,0.000034624,0.972886682,0.208646908,0.321941942,-1.076538682,0.988906503,0.854911864,-0.518773258,0.342532724,1,1,1,exit_then_enter
85,2026.01.12 15:05:00,-0.000035223,-0.000070815,0.000292422,0.000032314,0.000035193,0.945469797,0.281080931,0.351353824,0.314648151,1.003174663,0.843391418,-0.537299633,0.517350614,1,0,1,hold
86,2026.01.12 15:10:00,-0.000042897,-0.000102470,0.000197064,0.000035949,0.000035780,1.039339781,0.328494728,0.337993145,-1.854754686,1.017488122,0.831469595,-0.555570245,0.265977561,1,0,1,hold
87,2026.01.12 15:15:00,-0.000046649,-0.000124769,0.000094102,0.000037651,0.000036280,1.099054933,0.345860064,0.335206658,-0.475121051,1.026941419,0.819152057,-0.573576450,0.436322987,1,0,1,hold
88,2026.01.12 15:20:00,-0.000046083,-0.000135629,-0.000009327,0.000037168,0.000036615,1.129993320,0.334260643,0.341317713,0.832180679,1.036334872,0.806444585,-0.591309667,0.593954504,1,0,1,hold
89,2026.01.12 15:25:00,-0.000041176,-0.000133908,-0.000105746,0.000034516,0.000036755,1.126915693,0.293153912,0.355702758,-1.256445289,1.045669317,0.793353319,-0.608761430,0.339490891,1,0,1,hold
90,2026.01.12 15:30:00,-0.000032286,-0.000119546,-0.000187930,0.000030052,0.000036725,0.966747940,0.229255497,0.432974070,0.122868635,0.946372211,0.779884458,-0.625923455,0.499409735,1,1,1,exit_then_enter
91,2026.01.12 15:35:00,-0.000020127,-0.000093589,-0.000249509,0.000024630,0.000036596,0.792620003,0.145820782,0.377790213,1.434687734,0.960505545,0.766044438,-0.642787635,0.624986708,1,0,1,hold
92,2026.01.12 15:40:00,-0.000005693,-0.000058106,-0.000285531,0.000019971,0.000036455,0.743043661,0.046487849,0.431005001,-0.649720311,0.974683523,0.751839817,-0.659345806,0.366427004,1,0,1,hold
93,2026.01.12 15:45:00,0.000009831,-0.000015989,-0.000292904,0.000018778,0.000036375,0.811079681,0.062450152,0.498799086,0.733883321,0.988906503,0.737277329,-0.675590217,0.546788871,1,0,1,hold
94,2026.01.12 15:50:00,0.000025192,0.000029330,-0.000270703,0.000022173,0.000036387,0.963194430,0.171891078,0.551886916,-1.350936413,1.003174663,0.722363949,-0.691513062,0.324699491,1,0,1,hold
95,2026.01.12 15:55:00,0.000039186,0.000074208,-0.000220276,0.000027947,0.000036467,0.973380387,0.275272697,0.672137499,0.100490250,1.017488122,0.707106769,-0.707106769,0.524206161,1,0,1,hold
96,2026.01.12 16:00:00,0.000050771,0.000115149,-0.000145155,0.000033720,0.000036547,1.109501004,0.365194649,0.687894344,1.490233064,1.026941419,0.691513062,-0.722363949,0.710471749,1,1,1,exit_then_enter
97,2026.01.12 16:05:00,0.000059161,0.000149118,-0.000050770,0.000038128,0.000036545,1.225829959,0.435739934,0.695546389,-0.537680984,1.036334872,0.675590217,-0.737277329,0.481860876,1,0,1,hold
98,2026.01.12 16:10:00,0.000063880,0.000173812,0.000056006,0.000040455,0.000036390,1.186285734,0.485305220,0.660901904,0.848066926,1.045669317,0.659345806,-0.751839817,0.642306089,1,0,1,hold
99,2026.01.12 16:15:00,0.000064788,0.000187828,0.000167443,0.000040399,0.000036055,1.252520442,0.505772114,0.657504141,-1.187293649,0.946372211,0.642787635,-0.766044438,0.406390250,1,0,1,hold
100,2026.01.12 16:20:00,0.000062072,0.000190739,0.000275598,0.000037993,0.000035558,1.159276247,0.501878679,0.725054145,0.196751520,0.960505545,0.625923455,-0.779884458,0.570890903,1,0,1,hold
101,2026.01.12 16:25:00,0.000056203,0.000183062,0.000372977,0.000033568,0.000034964,1.172126293,0.468888313,0.705100596,1.650003791,0.974683523,0.608761430,-0.793353319,0.736888766,1,0,1,hold
102,2026.01.12 16:30:00,0.000047864,0.000166139,0.000453127,0.000027767,0.000034362,1.161616445,0.412882894,0.679424286,-0.380563587,0.988906503,0.591309667,-0.806444585,0.479694724,1,1,1,exit_then_enter
103,2026.01.12 16:35:00,0.000037879,0.000141946,0.000511133,0.000021643,0.000033845,1.132427096,0.338640064,0.647775888,0.987293899,1.003174663,0.573576450,-0.819152057,0.625959158,1,0,1,hold
104,2026.01.12 16:40:00,0.000027120,0.000112864,0.000543946,0.000016929,0.000033480,1.084278941,0.250802815,0.610240877,-1.128216267,1.017488122,0.555570245,-0.831469595,0.350266755,1,0,1,hold
105,2026.01.12 16:45:00,0.000016440,0.000081440,0.000550556,0.000015838,0.000033294,0.768221438,0.160637245,0.591794968,0.328772008,1.026941419,0.537299633,-0.843391418,0.484159619,1,0,1,hold
106,2026.01.12 16:50:00,0.000006605,0.000050166,0.000531969,0.000018474,0.000033269,0.727358699,0.071574517,0.530305922,1.681874752,1.036334872,0.518773258,-0.854911864,0.621373653,1,0,1,hold
107,2026.01.12 16:55:00,-0.000001747,0.000021299,0.000491037,0.000022459,0.000033353,0.718385875,0.009426748,0.468629152,-0.417170405,1.045669317,0.500000000,-0.866025388,0.349312961,1,0,1,hold
108,2026.01.12 17:00:00,-0.000008128,-0.000003269,0.000432138,0.000025936,0.000033479,0.835759938,0.076423451,0.428116381,0.941130817,0.946372211,0.480988771,-0.876726747,0.522295177,1,0,0,exit
109,2026.01.12 17:05:00,-0.000012209,-0.000022083,0.000360768,0.000028043,0.000033586,0.929200411,0.122995526,0.406035125,-1.161971331,0.960505545,0.461748600,-0.887010813,0.273865879,1,0,0,flat
110,2026.01.12 17:10:00,-0.000013811,-0.000034148,0.000283077,0.000028454,0.000033631,0.865485013,0.146481469,0.461528987,0.207366243,0.974683523,0.442288697,-0.896872759,0.438004076,1,0,0,flat
111,2026.01.12 17:15:00,-0.000012893,-0.000038913,0.000205396,0.000027151,0.000033593,0.916263700,0.144101173,0.460867733,1.486755252,0.988906503,0.422618270,-0.906307817,0.589972973,1,0,0,flat
112,2026.01.12 17:20:00,-0.000009535,-0.000036240,0.000133789,0.000024339,0.000033477,0.804968894,0.115965866,0.379853904,-0.607481778,1.003174663,0.402746677,-0.915311456,0.310240775,1,0,0,flat
113,2026.01.12 17:25:00,-0.000003925,-0.000026353,0.000073661,0.000020422,0.000033310,0.810793519,0.062038407,0.408169866,0.678912163,1.017488122,0.382683426,-0.923879504,0.458209544,1,0,0,flat
114,2026.01.12 17:30:00,0.000003649,-0.000009811,0.000029446,0.000016090,0.000033135,0.819649160,0.014880323,0.450573504,-1.413143158,1.026941419,0.362438053,-0.932007849,0.203773737,0,0,0,flat
115,2026.01.12 17:35:00,0.000012803,0.000012528,0.000004371,0.000012605,0.000033001,0.817315221,0.108130760,0.591670573,-0.124030553,1.036334872,0.342020154,-0.939692616,0.381938219,1,0,0,flat
116,2026.01.12 17:40:00,0.000023057,0.000039509,0.000000307,0.000011917,0.000032961,0.961810052,0.208694711,0.625699818,1.252589107,1.045669317,0.321439475,-0.946930110,0.567935348,1,0,0,flat
117,2026.01.12 17:45:00,0.000033840,0.000069699,0.000017706,0.000014586,0.000033055,1.101528406,0.308032095,0.650959909,-0.917893350,0.946372211,0.300705791,-0.953716934,0.330717564,1,0,0,flat
118,2026.01.12 17:50:00,0.000044502,0.000101399,0.000055603,0.000018838,0.000033301,1.232919812,0.399389446,0.668532670,0.457479596,0.960505545,0.279829025,-0.960049868,0.511797547,1,0,0,flat
119,2026.01.12 17:55:00,0.000054336,0.000132679,0.000111687,0.000023141,0.000033691,1.209634900,0.476322263,0.642227054,-1.692422509,0.974683523,0.258819044,-0.965925813,0.249792382,0,0,0,flat
